"DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","NRO_ENCUESTA","ORDEN","P6016","P6020","P6040","P6051","P5502","P6071","P6071S1","P6074","P767","P6076","P6076S1","P6076S2","P6077","P6096","P6081","P6081S1","P6087","P6083","P6083S1","P6088","P6080","P5667","LLAVEHOG","FEX_C","N_HIJOS","N_NIETOS"
"5022125","1","1","592","1","1","2","81","1","3",,,"1",,,,,,,"3",,"1","3",,"1","5",,"50221251","113.779484975383","1",NULL
"5022125","2","1","592","2","2","1","40","3","4",,,"1",,,,,,,"3",,"1","1","1",,"5",,"50221251","113.779484975383",NULL,NULL
"5022178","1","1","592","1","1","2","79","1","3",,,"1",,,,,,,"3",,"10","3",,"10","6",,"50221781","262.496236788644","3",NULL
"5022178","2","1","592","2","2","1","37","3","5",,,"1",,,,,,,"3",,"9","1","1",,"6",,"50221781","262.496236788644",NULL,NULL
"5022178","3","1","592","3","3","2","47","3","4",,,"2","25","2","5","5001","1","10","3",,"9","1","1",,"6",,"50221781","262.496236788644",NULL,NULL
"5022178","4","1","592","4","4","1","46","3","4",,,"1",,,,,,,"3",,"9","1","1",,"6",,"50221781","262.496236788644",NULL,NULL
"5022184","1","1","592","1","1","2","71","1","3",,,"2","55","2","5","5001","2","8","3",,"10","3",,"1","6",,"50221841","112.820877863503","1","2"
"5022184","2","1","592","2","2","2","50","3","4",,,"2","45","2","5","5088","1","8","3",,"1","1","1",,"6",,"50221841","112.820877863503",NULL,NULL
"5022184","3","1","592","3","2","2","12","4","5",,,"1",,,,,,,"2",,"3","1","2",,"6",,"50221841","112.820877863503",NULL,NULL
"5022184","4","1","592","4","4","2","25","4","5",,,"1",,,,,,,"2",,"3","1","2",,"6",,"50221841","112.820877863503",NULL,NULL
"5022184","5","1","592","5","4","1","2","9",,,,"1",,,,,,,"2",,"6","1","4",,"6",,"50221841","112.820877863503",NULL,NULL
"5022189","1","1","592","1","1","2","25","1","5",,,"1",,,,,,,"2",,"10","2",,"9","6",,"50221891","498.573201533779","2",NULL
"5022189","2","1","592","2","1","1","7","3",,,,"1",,,,,,,"2",,"10","1","1",,"6",,"50221891","498.573201533779",NULL,NULL
"5022189","3","1","592","3","1","2","4","3",,,,"1",,,,,,,"2",,"10","1","1",,"6",,"50221891","498.573201533779",NULL,NULL
"5022208","1","1","592","1","1","2","78","1","3",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50222081","521.832680864995","1",NULL
"5022208","2","1","592","2","2","1","36","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50222081","521.832680864995",NULL,NULL
"5022213","1","1","592","1","1","2","82","1","3",,,"1",,,,,,,"3",,"10","3",,"10","6",,"50222131","488.351208099268","2",NULL
"5022213","2","1","592","2","2","2","59","3","4",,,"1",,,,,,,"3",,"10","1","1",,"6",,"50222131","488.351208099268",NULL,NULL
"5022213","3","1","592","3","3","1","45","3","5",,,"1",,,,,,,"3",,"10","1","1",,"6",,"50222131","488.351208099268",NULL,NULL
"5022259","1","1","592","1","1","2","46","1","3",,,"1",,,,,,,"3",,"1","2",,"1","6",,"50222591","358.335674532698","1",NULL
"5022259","2","1","592","2","1","1","15","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50222591","358.335674532698",NULL,NULL
"5022266","1","1","592","1","1","2","43","1","3",,,"1",,,,,,,"3",,"10","2",,"1","6",,"50222661","597.000514905994","2",NULL
"5022266","2","1","592","2","2","2","21","3","5",,,"1",,,,,,,"3",,"3","1","1",,"6",,"50222661","597.000514905994",NULL,NULL
"5022266","3","1","592","3","3","1","21","3","5",,,"1",,,,,,,"3",,"3","1","1",,"6",,"50222661","597.000514905994",NULL,NULL
"5022272","1","1","592","1","1","2","52","1","5",,,"2","20","2","5","5001","1","8","3",,"1","3",,"9","6",,"50222721","394.526847226867","2",NULL
"5022272","2","1","592","2","2","1","27","3","5",,,"2","1","2","5","5001","1","1","2",,"1","1","1",,"6",,"50222721","394.526847226867",NULL,NULL
"5022272","3","1","592","3","3","1","19","3","5",,,"1",,,,,,,"2",,"2","1","1",,"6",,"50222721","394.526847226867",NULL,NULL
"5022278","1","1","592","1","1","2","43","1","5",,,"1",,,,,,,"3",,"9","2",,"9","6",,"50222781","381.402146116024","1",NULL
"5022278","2","1","592","2","2","1","7","3",,,,"1",,,,,,,"3",,"10","1","1",,"6",,"50222781","381.402146116024",NULL,NULL
"5022282","1","1","592","1","1","2","60","1","3",,,"2","56","2","70","70265","2","9","3",,"1","3",,"2","5",,"50222821","140.770558172144","1",NULL
"5022282","2","1","592","2","1","1","19","3","5",,,"1",,,,,,,"3",,"10","1","1",,"6",,"50222821","140.770558172144",NULL,NULL
"5022295","1","1","592","1","1","2","50","1","5",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50222951","224.340460032683","1","2"
"5022295","2","1","592","2","2","2","19","3","5",,,"1",,,,,,,"2",,"2","1","1",,"6",,"50222951","224.340460032683",NULL,NULL
"5022295","3","1","592","3","3","1","4","4",,,,"1",,,,,,,"2",,"3","1","2",,"6",,"50222951","224.340460032683",NULL,NULL
"5022295","4","1","592","4","4","1","2","4",,,,"1",,,,,,,"2",,"2","1","2",,"6",,"50222951","224.340460032683",NULL,NULL
"5022298","1","1","592","1","1","2","52","1","5",,,"2","12","2","70","70001","2","8","3",,"1","1","5",,"6",,"50222981","157.007884616794","1","2"
"5022298","2","1","592","2","2","2","28","3","2","2",,"2","5","2","70","70001","2","1","2",,"2","1","1",,"6",,"50222981","157.007884616794",NULL,NULL
"5022298","3","1","592","3","2","1","8","4",,,,"1",,,,,,,"2",,"2","1","2",,"6",,"50222981","157.007884616794",NULL,NULL
"5022298","4","1","592","4","2","1","5","4",,,,"1",,,,,,,"2",,"2","1","2",,"6",,"50222981","157.007884616794",NULL,NULL
"5022298","5","1","592","5","5","2","76","5","3",,,"2","6","2","70","70001","2","6","3",,"9","3",,"9","6",,"50222981","157.007884616794",NULL,NULL
"5022298","6","1","592","6","6","2","52","7","2","1","7","2","9","2","70","70001","2","1","3",,"4","1","5",,"6",,"50222981","157.007884616794",NULL,NULL
"5022298","7","1","592","7","7","1","56","9","2","1","6","2","5","2","70","70708","2","1","3",,"9","3",,"9","6",,"50222981","157.007884616794",NULL,NULL
"5022298","8","1","592","8","8","1","48","7","2","2",,"2","18","2","70","70001","2","1","3",,"4","1","5",,"6",,"50222981","157.007884616794",NULL,NULL
"5022302","1","1","592","1","1","2","57","1","5",,,"2","10","2","13","13458","2","3","3",,"2","2",,"1","6",,"50223021","136.902511024622","2","2"
"5022302","2","1","592","2","2","2","41","3","5",,,"1",,,,,,,"2",,"2","1","1",,"6",,"50223021","136.902511024622",NULL,NULL
"5022302","3","1","592","3","3","2","37","3","1","2",,"1",,,,,,,"2",,"2","1","1",,"6",,"50223021","136.902511024622",NULL,NULL
"5022302","4","1","592","4","4","2","5","4",,,,"1",,,,,,,"2",,"3","1","3",,"6",,"50223021","136.902511024622",NULL,NULL
"5022302","5","1","592","5","5","2","3","4",,,,"1",,,,,,,"2",,"9","1","2",,"6",,"50223021","136.902511024622",NULL,NULL
"5022302","6","1","592","6","6","2","78","5","3",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50223021","136.902511024622",NULL,NULL
"5022313","1","1","592","1","1","2","66","1","5",,,"2","30","2","76","76001","1","9","3",,"10","2",,"9","6",,"50223131","225.869797779218","2","3"
"5022313","2","1","592","2","2","2","31","3","5",,,"2","3","2","5","5495","1","1","2",,"5","1","1",,"6",,"50223131","225.869797779218",NULL,NULL
"5022313","3","1","592","3","2","2","7","4",,,,"2","3","2","5","5495","1","9","2",,"4","1","2",,"6",,"50223131","225.869797779218",NULL,NULL
"5022313","4","1","592","4","2","1","2","4",,,,"1",,,,,,,"2",,"4","1","2",,"6",,"50223131","225.869797779218",NULL,NULL
"5022313","5","1","592","5","4","2","24","3","5",,,"2","2","2","91","91001","1","3","2",,"4","1","1",,"6",,"50223131","225.869797779218",NULL,NULL
"5022313","6","1","592","6","6","2","4","4",,,,"2","2","2","91","91001","1","9","2",,"3","1","5",,"6",,"50223131","225.869797779218",NULL,NULL
"5022321","1","1","592","1","1","2","60","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50223211","222.970469041367","1","2"
"5022321","2","1","592","2","2","2","30","3","6","1","3","2","5","2","11","11001","1","8","3",,"2","1","1",,"6",,"50223211","222.970469041367",NULL,NULL
"5022321","3","1","592","3","3","1","37","8","6","1","2","2","5","2","11","11001","1","1","3",,"2","2",,"2","6",,"50223211","222.970469041367",NULL,NULL
"5022321","4","1","592","4","1","2","5","4",,,,"2","5","2","11","11001","1","9","1","3",,"1","2",,"6",,"50223211","222.970469041367",NULL,NULL
"5022321","5","1","592","5","1","2","1","4",,,,"1",,,,,,,"1","3",,"1","2",,"6",,"50223211","222.970469041367",NULL,NULL
"5022332","1","1","592","1","1","2","45","1","5",,,"2","2","2","13","13430","1","8","3",,"2","3",,"2","6",,"50223321","227.56246200439","3",NULL
"5022332","2","1","592","2","2","2","21","3","5",,,"2","0","2","68","68001","1","7","2",,"4","1","1",,"6",,"50223321","227.56246200439",NULL,NULL
"5022332","3","1","592","3","3","1","13","3","5",,,"1",,,,,,,"2",,"8","1","1",,"6",,"50223321","227.56246200439",NULL,NULL
"5022332","4","1","592","4","3","1","8","3",,,,"1",,,,,,,"2",,"2","1","1",,"6",,"50223321","227.56246200439",NULL,NULL
"5022332","5","1","592","5","5","2","51","7","5",,,"2","2","2","70","70001","1","2","3",,"2","3",,"2","6",,"50223321","227.56246200439",NULL,NULL
"5022332","6","1","592","6","6","1","9","9",,,,"1",,,,,,,"2",,"2","1","5",,"6",,"50223321","227.56246200439",NULL,NULL
"5022405","1","1","592","1","1","2","63","1","3",,,"2","21","2","27","27495","2","9","3",,"9","2",,"9","5",,"50224051","832.321285602932","3","1"
"5022405","2","1","592","2","2","1","32","3","5",,,"2","21","2","27","27495","2","9","3",,"1","1","1",,"5",,"50224051","832.321285602932",NULL,NULL
"5022405","3","1","592","3","3","1","42","3","5",,,"2","21","2","27","27495","2","9","3",,"1","1","1",,"5",,"50224051","832.321285602932",NULL,NULL
"5022405","4","1","592","4","4","1","29","3","5",,,"1",,,,,,,"3",,"7","1","1",,"5",,"50224051","832.321285602932",NULL,NULL
"5022405","5","1","592","5","1","1","6","4",,,,"1",,,,,,,"2",,"10","2",,"3","5",,"50224051","832.321285602932",NULL,NULL
"5022421","1","1","592","1","1","2","76","1","3",,,"1",,,,,,,"3",,"9","3",,"9","5",,"50224211","188.139396443602","2","2"
"5022421","2","1","592","2","2","1","30","3","5",,,"1",,,,,,,"3",,"9","1","1",,"5",,"50224211","188.139396443602",NULL,NULL
"5022421","3","1","592","3","3","2","35","3","4",,,"1",,,,,,,"2",,"10","1","1",,"5",,"50224211","188.139396443602",NULL,NULL
"5022421","4","1","592","4","4","1","12","4","5",,,"1",,,,,,,"2",,"4","1","3",,"5",,"50224211","188.139396443602",NULL,NULL
"5022421","5","1","592","5","3","2","7","4",,,,"1",,,,,,,"2",,"10","1","3",,"5",,"50224211","188.139396443602",NULL,NULL
"5022421","6","1","592","6","6","1","66","7","5",,,"1",,,,,,,"3",,"9","2",,"9","5",,"50224211","188.139396443602",NULL,NULL
"5022456","1","1","592","1","1","2","79","1","3",,,"1",,,,,,,"3",,"2","3",,"2","5",,"50224561","138.949403557438","1",NULL
"5022456","2","1","592","2","2","2","60","3","3",,,"1",,,,,,,"3",,"2","1","1",,"5",,"50224561","138.949403557438",NULL,NULL
"5022456","3","1","592","3","1","1","7","9",,,,"1",,,,,,,"2",,"4","2",,"4","5",,"50224561","138.949403557438",NULL,NULL
"5022477","1","1","592","1","1","2","69","1","3",,,"1",,,,,,,"3",,"4","3",,"4","6",,"50224771","1729.53545621288","1","1"
"5022477","2","1","592","2","2","2","42","3","4",,,"1",,,,,,,"3",,"4","1","1",,"6",,"50224771","1729.53545621288",NULL,NULL
"5022477","3","1","592","3","2","2","16","4","5",,,"1",,,,,,,"2",,"8","1","2",,"6",,"50224771","1729.53545621288",NULL,NULL
"5022490","1","1","592","1","1","2","51","1","5",,,"1",,,,,,,"3",,"2","3",,"9","6",,"50224901","2002.8005352802","2","1"
"5022490","2","1","592","2","2","1","31","3","2","2",,"1",,,,,,,"2",,"4","1","1",,"6",,"50224901","2002.8005352802",NULL,NULL
"5022490","3","1","592","3","3","2","29","3","5",,,"1",,,,,,,"2",,"10","1","1",,"6",,"50224901","2002.8005352802",NULL,NULL
"5022490","4","1","592","4","3","2","9","4",,,,"1",,,,,,,"2",,"4","1","3",,"6",,"50224901","2002.8005352802",NULL,NULL
"5022600","1","1","592","1","1","2","65","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50226001","1057.95790270634","2",NULL
"5022600","2","1","592","2","2","1","37","3","5",,,"1",,,,,,,"3",,"9","1","1",,"6",,"50226001","1057.95790270634",NULL,NULL
"5022600","3","1","592","3","3","1","39","3","2","2",,"1",,,,,,,"3",,"9","1","1",,"6",,"50226001","1057.95790270634",NULL,NULL
"5022602","1","1","592","1","1","2","68","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50226021","751.401969811309","2","1"
"5022602","2","1","592","2","2","2","46","3","5",,,"1",,,,,,,"3",,"2","1","1",,"6",,"50226021","751.401969811309",NULL,NULL
"5022602","3","1","592","3","3","1","35","3","5",,,"1",,,,,,,"3",,"2","1","1",,"6",,"50226021","751.401969811309",NULL,NULL
"5022602","4","1","592","4","4","2","13","4","5",,,"1",,,,,,,"2",,"3","2",,"3","6",,"50226021","751.401969811309",NULL,NULL
"5022605","1","1","592","1","1","2","60","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50226051","1247.15260872148","1","1"
"5022605","2","1","592","2","2","1","30","3","4",,,"1",,,,,,,"3",,"5","1","1",,"6",,"50226051","1247.15260872148",NULL,NULL
"5022605","3","1","592","3","2","1","7","4",,,,"1",,,,,,,"1","2",,"2",,"3","6",,"50226051","1247.15260872148",NULL,NULL
"5022605","4","1","592","4","4","1","23","14","6","2",,"1",,,,,,,"2",,"9","2",,"1","6",,"50226051","1247.15260872148",NULL,NULL
"5022665","1","1","592","1","1","2","63","1","3",,,"1",,,,,,,"3",,"1","3",,"1","1","850_06","50226651","426.990779032455","2","2"
"5022665","2","1","592","2","2","1","34","3","5",,,"1",,,,,,,"3",,"2","1","1",,"1","850_06","50226651","426.990779032455",NULL,NULL
"5022665","3","1","592","3","3","1","25","3","5",,,"1",,,,,,,"3",,"9","1","1",,"1","850_01","50226651","426.990779032455",NULL,NULL
"5022665","4","1","592","4","1","2","4","4",,,,"1",,,,,,,"2",,"2","2",,"2","1","850_06","50226651","426.990779032455",NULL,NULL
"5022665","5","1","592","5","1","1","0","4",,,,"1",,,,,,,"2",,"3","2",,"2","1","850_01","50226651","426.990779032455",NULL,NULL
"5022671","1","1","592","1","1","2","61","1","3",,,"1",,,,,,,"2",,"1","2",,"1","6",,"50226711","723.150514592416","1",NULL
"5022671","2","1","592","2","2","1","26","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50226711","723.150514592416",NULL,NULL
"5022681","1","1","592","1","1","2","35","1","3",,,"1",,,,,,,"2",,"8","2",,"8","6",,"50226811","824.745657597538","1",NULL
"5022681","2","1","592","2","2","1","16","3","5",,,"1",,,,,,,"2",,"8","1","1",,"6",,"50226811","824.745657597538",NULL,NULL
"5022684","1","2","592","1","1","2","29","1","3",,,"1",,,,,,,"2",,"1","2",,"2","6",,"50226842","1541.29413861825","1",NULL
"5022684","2","2","592","2","1","1","13","3","5",,,"1",,,,,,,"2",,"1","2",,"1","6",,"50226842","1541.29413861825",NULL,NULL
"5022700","1","1","592","1","1","2","66","1","3",,,"1",,,,,,,"3",,"2","3",,"9","6",,"50227001","563.243118664585","1","1"
"5022700","2","1","592","2","2","1","33","3","5",,,"1",,,,,,,"2",,"2","1","1",,"6",,"50227001","563.243118664585",NULL,NULL
"5022700","3","1","592","3","1","2","4","4",,,,"1",,,,,,,"2",,"4","2",,"4","6",,"50227001","563.243118664585",NULL,NULL
"5022702","1","1","592","1","1","2","86","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50227021","404.133493834242","1","1"
"5022702","2","1","592","2","2","2","50","3","4",,,"1",,,,,,,"2",,"9","1","1",,"6",,"50227021","404.133493834242",NULL,NULL
"5022702","3","1","592","3","3","1","23","4","5",,,"1",,,,,,,"2",,"10","2",,"1","6",,"50227021","404.133493834242",NULL,NULL
"5022727","1","1","592","1","1","2","65","1","3",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50227271","254.446095931777","1","1"
"5022727","2","1","592","2","2","1","39","3","4",,,"1",,,,,,,"2",,"2","1","1",,"6",,"50227271","254.446095931777",NULL,NULL
"5022727","3","1","592","3","1","2","6","4",,,,"1",,,,,,,"1","2",,"2",,"3","6",,"50227271","254.446095931777",NULL,NULL
"5022740","1","1","592","1","1","2","24","1","5",,,"1",,,,,,,"1","3",,"2",,"2","6",,"50227401","2054.2461862066","1",NULL
"5022740","2","1","592","2","1","1","2","3",,,,"1",,,,,,,"2",,"4","1","1",,"6",,"50227401","2054.2461862066",NULL,NULL
"5022740","3","1","592","3","3","1","63","5","4",,,"1",,,,,,,"2",,"1","2",,"9","6",,"50227401","2054.2461862066",NULL,NULL
"5022740","4","1","592","4","4","1","20","7","5",,,"1",,,,,,,"1","3",,"2",,"2","6",,"50227401","2054.2461862066",NULL,NULL
"5022740","5","1","592","5","5","2","18","7","5",,,"1",,,,,,,"1","3",,"2",,"2","6",,"50227401","2054.2461862066",NULL,NULL
"5022743","1","1","592","1","1","2","73","1","3",,,"1",,,,,,,"3",,"9","3",,"1","6",,"50227431","1085.28532014693","1",NULL
"5022743","2","1","592","2","2","1","52","3","6","1","3","1",,,,,,,"3",,"4","1","1",,"6",,"50227431","1085.28532014693",NULL,NULL
"5022743","3","1","592","3","3","2","47","8","6","1","2","1",,,,,,,"2",,"1","2",,"1","6",,"50227431","1085.28532014693",NULL,NULL
"5022748","1","1","592","1","1","2","53","1","3",,,"1",,,,,,,"2",,"1","2",,"1","6",,"50227481","1397.38269657631","2",NULL
"5022748","2","1","592","2","2","1","34","3","5",,,"1",,,,,,,"2",,"3","1","1",,"6",,"50227481","1397.38269657631",NULL,NULL
"5022748","3","1","592","3","3","2","21","3","5",,,"1",,,,,,,"2",,"3","1","1",,"6",,"50227481","1397.38269657631",NULL,NULL
"5022759","1","1","592","1","1","2","84","1","3",,,"1",,,,,,,"3",,"9","3",,"2","6",,"50227591","190.318869955142","1",NULL
"5022759","2","1","592","2","2","1","48","3","4",,,"1",,,,,,,"3",,"2","1","1",,"6",,"50227591","190.318869955142",NULL,NULL
"5022809","1","1","592","1","1","2","54","1","5",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50228091","1376.08945517011","2","1"
"5022809","2","1","592","2","1","1","13","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50228091","1376.08945517011",NULL,NULL
"5022809","3","1","592","3","3","2","27","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50228091","1376.08945517011",NULL,NULL
"5022809","4","1","592","4","3","1","8","4",,,,"1",,,,,,,"2",,"4","1","3",,"6",,"50228091","1376.08945517011",NULL,NULL
"5022825","1","1","592","1","1","2","36","1","5",,,"1",,,,,,,"2",,"1","2",,"1","6",,"50228251","1688.75214341113","2",NULL
"5022825","2","1","592","2","1","1","10","3","5",,,"1",,,,,,,"2",,"4","1","1",,"6",,"50228251","1688.75214341113",NULL,NULL
"5022825","3","1","592","3","1","1","6","3",,,,"1",,,,,,,"2",,"4","1","1",,"6",,"50228251","1688.75214341113",NULL,NULL
"5022831","1","1","592","1","1","2","38","1","5",,,"1",,,,,,,"3",,"1","2",,"9","6",,"50228311","1460.13627656656","2",NULL
"5022831","2","1","592","2","1","2","16","3","5",,,"1",,,,,,,"2",,"3","1","1",,"6",,"50228311","1460.13627656656",NULL,NULL
"5022831","3","1","592","3","1","2","11","3","5",,,"1",,,,,,,"2",,"3","1","1",,"6",,"50228311","1460.13627656656",NULL,NULL
"5022834","1","1","592","1","1","2","30","1","5",,,"1",,,,,,,"2",,"3","2",,"4","6",,"50228341","1583.30727549147","1",NULL
"5022834","2","1","592","2","1","2","7","3",,,,"1",,,,,,,"2",,"4","1","1",,"6",,"50228341","1583.30727549147",NULL,NULL
"5022842","1","1","592","1","1","2","38","1","5",,,"1",,,,,,,"2",,"1","2",,"2","6",,"50228421","1203.7505388684","1",NULL
"5022842","2","1","592","2","2","1","20","3","5",,,"1",,,,,,,"2",,"4","1","1",,"6",,"50228421","1203.7505388684",NULL,NULL
"5022844","1","1","592","1","1","2","35","1","5",,,"1",,,,,,,"2",,"1","2",,"1","6",,"50228441","1592.37345308772","2",NULL
"5022844","2","1","592","2","1","1","15","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50228441","1592.37345308772",NULL,NULL
"5022844","3","1","592","3","1","2","10","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50228441","1592.37345308772",NULL,NULL
"5022855","1","1","592","1","1","2","75","1","3",,,"1",,,,,,,"3",,"9","3",,"10","6",,"50228551","533.181262735095","2","2"
"5022855","2","1","592","2","2","2","35","3","4",,,"1",,,,,,,"3",,"3","1","1",,"6",,"50228551","533.181262735095",NULL,NULL
"5022855","3","1","592","3","2","2","13","4","5",,,"1",,,,,,,"2",,"1","1","2",,"6",,"50228551","533.181262735095",NULL,NULL
"5022855","4","1","592","4","4","2","33","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50228551","533.181262735095",NULL,NULL
"5022855","5","1","592","5","4","1","10","4","5",,,"1",,,,,,,"2",,"2","1","4",,"6",,"50228551","533.181262735095",NULL,NULL
"5022875","1","1","592","1","1","2","65","1","3",,,"1",,,,,,,"3",,"1","3",,"10","6",,"50228751","605.694041313896","3",NULL
"5022875","2","1","592","2","2","2","47","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50228751","605.694041313896",NULL,NULL
"5022875","3","1","592","3","1","1","31","3","5",,,"1",,,,,,,"3",,"2","1","1",,"6",,"50228751","605.694041313896",NULL,NULL
"5022875","4","1","592","4","4","2","30","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50228751","605.694041313896",NULL,NULL
"5022884","1","1","592","1","2","2","89","1","3",,,"1",,,,,,,"3",,"10","3",,"10","6",,"50228841","621.454651334043","1",NULL
"5022884","2","1","592","2","2","2","52","3","3",,,"1",,,,,,,"3",,"10","1","1",,"6",,"50228841","621.454651334043",NULL,NULL
"5022892","1","1","592","1","1","2","81","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50228921","399.409474964795","1","2"
"5022892","2","1","592","2","2","2","57","3","5",,,"1",,,,,,,"3",,"9","1","1",,"6",,"50228921","399.409474964795",NULL,NULL
"5022892","3","1","592","3","3","2","36","4","5",,,"1",,,,,,,"2",,"2","2",,"4","6",,"50228921","399.409474964795",NULL,NULL
"5022892","4","1","592","4","4","1","9","4",,,,"1",,,,,,,"2",,"3","2",,"4","6",,"50228921","399.409474964795",NULL,NULL
"5022913","1","1","592","1","1","2","50","1","5",,,"2","16","2","11","11001","1","6","3",,"1","3",,"1","6",,"50229131","615.83916287819","2",NULL
"5022913","2","1","592","2","2","2","18","3","5",,,"1",,,,,,,"2",,"2","1","1",,"6",,"50229131","615.83916287819",NULL,NULL
"5022913","3","1","592","3","1","1","16","3","5",,,"1",,,,,,,"2",,"2","1","1",,"6",,"50229131","615.83916287819",NULL,NULL
"5022914","1","1","592","1","1","2","74","1","3",,,"2","34","2","25","25781","1","7","3",,"9","3",,"1","6",,"50229141","541.195541647389","1",NULL
"5022914","2","1","592","2","2","1","44","3","5",,,"1",,,,,,,"2",,"3","1","1",,"6",,"50229141","541.195541647389",NULL,NULL
"5022917","1","1","592","1","1","2","92","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50229171","319.886901946658","2",NULL
"5022917","2","1","592","2","2","1","67","3","4",,,"1",,,,,,,"3",,"9","1","1",,"6",,"50229171","319.886901946658",NULL,NULL
"5022917","3","1","592","3","3","1","57","3","4",,,"1",,,,,,,"3",,"10","1","1",,"6",,"50229171","319.886901946658",NULL,NULL
"5022926","1","1","592","1","1","2","90","1","3",,,"2","16","2","11","11001","1","6","3",,"10","3",,"2","6",,"50229261","175.453627429704","2",NULL
"5022926","2","1","592","2","2","1","55","3","5",,,"2","5","2","11","11001","1","9","3",,"4","1","1",,"6",,"50229261","175.453627429704",NULL,NULL
"5022926","3","1","592","3","3","1","51","3","1","2",,"2","2","2","11","11001","1","9","3",,"4","1","1",,"6",,"50229261","175.453627429704",NULL,NULL
"5022991","1","1","592","1","1","2","71","1","5",,,"2","45","2","73","73055","1","8","3",,"10","3",,"1","6",,"50229911","655.362637175127","1","1"
"5022991","2","1","592","2","2","2","42","3","5",,,"2","10","2","11","11001","1","8","2",,"4","1","1",,"6",,"50229911","655.362637175127",NULL,NULL
"5022991","3","1","592","3","2","1","2","4",,,,"1",,,,,,,"2",,"10","1","2",,"6",,"50229911","655.362637175127",NULL,NULL
"5023024","1","1","592","1","1","2","61","1","5",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50230241","973.905610753044","1",NULL
"5023024","2","1","592","2","2","1","32","3","5",,,"2","1","2","25","25269","1","8","2",,"4","1","1",,"6",,"50230241","973.905610753044",NULL,NULL
"5023043","1","1","592","1","1","2","67","1","3",,,"2","5","2","11","11001","1","6","3",,"1","2",,"1","6",,"50230431","727.059490621413","1","1"
"5023043","2","1","592","2","2","2","47","3","5",,,"2","5","2","11","11001","1","9","3",,"1","1","1",,"6",,"50230431","727.059490621413",NULL,NULL
"5023043","3","1","592","3","1","1","5","4",,,,"2","5","2","11","11001","1","9","2",,"4","2",,"3","6",,"50230431","727.059490621413",NULL,NULL
"5023045","1","1","592","1","1","2","33","1","3",,,"1",,,,,,,"2",,"1","2",,"10","6",,"50230451","858.613037455297","2",NULL
"5023045","2","1","592","2","1","2","5","3",,,,"1",,,,,,,"3",,"2","1","1",,"6",,"50230451","858.613037455297",NULL,NULL
"5023045","3","1","592","3","1","2","2","3",,,,"1",,,,,,,"3",,"2","1","1",,"6",,"50230451","858.613037455297",NULL,NULL
"5023045","4","1","592","4","3","2","64","5","4",,,"1",,,,,,,"3",,"9","3",,"1","6",,"50230451","858.613037455297",NULL,NULL
"5023049","1","1","592","1","1","2","82","1","3",,,"2","2","2","11","11001","1","3","3",,"1","3",,"1","6",,"50230491","727.511255956712","1",NULL
"5023049","2","1","592","2","2","2","60","3","5",,,"2","2","2","11","11001","1","3","3",,"8","1","1",,"6",,"50230491","727.511255956712",NULL,NULL
"5023085","1","1","592","1","1","2","52","1","3",,,"1",,,,,,,"3",,"2","3",,"2","6",,"50230851","701.170088888078","1",NULL
"5023085","2","1","592","2","2","1","30","3","5",,,"2","3","2","8","8001","1","8","3",,"8","1","1",,"6",,"50230851","701.170088888078",NULL,NULL
"5023085","3","1","592","3","3","1","48","7","4",,,"1",,,,,,,"3",,"2","3",,"2","6",,"50230851","701.170088888078",NULL,NULL
"5023088","1","1","592","1","1","2","46","1","5",,,"1",,,,,,,"2",,"2","2",,"9","6",,"50230881","552.521326879933","1",NULL
"5023088","2","1","592","2","2","1","14","3","5",,,"1",,,,,,,"2",,"8","1","1",,"6",,"50230881","552.521326879933",NULL,NULL
"5023121","1","1","592","1","1","2","63","1","3",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50231211","47.8037009173008","2",NULL
"5023121","2","1","592","2","2","1","25","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50231211","47.8037009173008",NULL,NULL
